cumulative_rewards,euclidian_distance,regret,time_spent
584.0,0.0063877755511,249.333333333,1.11710190773
584.0,0.00313126252505,249.333333333,1.02131199837
586.0,0.375,247.333333333,1.13926792145
742.0,0.10996993988,91.3333333333,1.15389704704
759.0,0.438627254509,74.3333333333,1.12633180618
625.0,0.0625,208.333333333,1.05302810669
175.0,0.4375,658.333333333,1.53877615929
675.0,0.0909318637275,158.333333333,1.36641287804
725.0,0.742735470942,108.333333333,1.02779698372
227.0,0.375,606.333333333,1.27400302887
596.0,0.125,237.333333333,1.18370389938
664.0,0.375,169.333333333,1.1930770874
147.0,0.375,686.333333333,1.11687397957
367.0,0.125,466.333333333,1.11748099327
398.0,0.00926853707415,435.333333333,1.03940701485
592.0,0.125,241.333333333,1.16306781769
725.0,0.76878757515,108.333333333,1.1465010643
234.0,0.875,599.333333333,1.11895298958
752.0,0.0393286573146,81.3333333333,1.17629003525
579.0,0.0625,254.333333333,1.63353610039
705.0,0.0278056112224,128.333333333,1.17527794838
593.0,0.0288076152305,240.333333333,1.12457489967
560.0,0.0625,273.333333333,1.00564980507
530.0,0.125,303.333333333,1.14304494858
576.0,0.125,257.333333333,1.1280400753
251.0,0.00839178356713,582.333333333,1.22247695923
516.0,0.875,317.333333333,1.17737913132
738.0,0.101953907816,95.3333333333,1.15401911736
425.0,0.375,408.333333333,1.04526495934
625.0,0.0625,208.333333333,1.16594099998
818.0,0.272294589178,15.3333333333,1.1476328373
334.0,0.875,499.333333333,1.18599104881
775.0,0.0167835671343,58.3333333333,1.16905713081
410.0,0.875,423.333333333,1.07861804962
152.0,0.03125,681.333333333,1.15016198158
395.0,0.875,438.333333333,1.04613304138
120.0,0.03125,713.333333333,1.11879205704
756.0,0.800851703407,77.3333333333,1.0834569931
574.0,0.0625,259.333333333,1.20406007767
336.0,0.0625,497.333333333,1.17451000214
535.0,0.0268036072144,298.333333333,1.12503600121
701.0,0.0395791583166,132.333333333,1.16818594933
615.0,0.00488476953908,218.333333333,1.16337299347
486.0,0.125,347.333333333,1.14367294312
570.0,0.0264278557114,263.333333333,1.15830206871
574.0,0.125,259.333333333,1.17655801773
181.0,0.375,652.333333333,1.09815001488
654.0,0.0167835671343,179.333333333,1.0242331028
323.0,0.5625,510.333333333,1.08632898331
33.0,0.0625,800.333333333,1.12946200371
559.0,0.375,274.333333333,1.06463003159
544.0,0.625,289.333333333,1.07411193848
773.0,0.0283066132265,60.3333333333,1.17868494987
673.0,0.0488476953908,160.333333333,1.18799495697
763.0,0.0125250501002,70.3333333333,1.18772983551
568.0,0.0625,265.333333333,1.08475708961
630.0,0.0419589178357,203.333333333,1.32684803009
677.0,0.125,156.333333333,1.1877310276
81.0,0.03125,752.333333333,1.17567610741
815.0,0.569639278557,18.3333333333,1.1505420208
476.0,0.9375,357.333333333,1.14144802094
588.0,0.125,245.333333333,0.928641080856
578.0,0.8125,255.333333333,1.17530989647
71.0,0.8125,762.333333333,1.18479394913
132.0,0.03125,701.333333333,1.18886399269
298.0,0.25,535.333333333,1.22025799751
606.0,0.588426853707,227.333333333,1.16294288635
604.0,0.0154058116232,229.333333333,1.09771513939
611.0,0.125,222.333333333,1.16910386086
191.0,0.6875,642.333333333,1.14886283875
212.0,0.875,621.333333333,1.10969519615
665.0,0.0979458917836,168.333333333,1.11080217361
276.0,0.5625,557.333333333,1.09754300117
261.0,0.3125,572.333333333,1.19765686989
647.0,0.0187875751503,186.333333333,1.03217291832
400.0,0.0625,433.333333333,1.10547304153
739.0,0.0414579158317,94.3333333333,1.39157509804
484.0,0.75,349.333333333,1.36492109299
643.0,0.534819639279,190.333333333,1.35825705528
288.0,0.015625,545.333333333,1.27446889877
76.0,0.59375,757.333333333,1.18222093582
725.0,0.0543587174349,108.333333333,1.06847190857
765.0,0.128006012024,68.3333333333,1.47720909119
600.0,0.125,233.333333333,1.19339299202
362.0,0.0625,471.333333333,1.82328701019
228.0,0.1875,605.333333333,1.98856401443
602.0,0.125,231.333333333,1.70340204239
625.0,0.679859719439,208.333333333,1.07306098938
598.0,0.0625,235.333333333,1.35677695274
608.0,0.0625,225.333333333,1.02722883224
582.0,0.0625,251.333333333,1.11471986771
278.0,0.1875,555.333333333,1.40155291557
724.0,0.0779058116232,109.333333333,1.27187108994
780.0,0.183617234469,53.3333333333,1.26734399796
589.0,0.125,244.333333333,1.09179520607
568.0,0.1875,265.333333333,1.39750313759
648.0,0.0375751503006,185.333333333,1.24754214287
765.0,0.0779058116232,68.3333333333,1.30509209633
670.0,0.0132765531062,163.333333333,1.52505207062
590.0,0.375,243.333333333,1.32309007645
511.0,0.0288076152305,322.333333333,1.26916503906
